idx,mod idx,op,name,target,args
1446,,call_method,to_60,to,"(%add_89, torch.float32"
1447,,call_method,pow_30,pow,"(%to_60, 2"
1448,,call_method,mean_29,mean,"(%pow_30, -1"
1449,,call_function,add_90,<built-in function add>,"(%mean_29, 1e-05"
1450,,call_function,rsqrt_29,<built-in method rsqrt of type object at 0x7f6ca205f240>,(%add_90
1451,,call_function,mul_164,<built-in function mul>,"(%to_60, %rsqrt_29"
1452,,get_attr,model_layers_14_post_attention_layernorm_weight,model.layers.14.post_attention_layernorm.weight,(
1453,,call_function,getattr_63,<built-in function getattr>,"(%add_89, dtype"
1454,,call_method,to_61,to,"(%mul_164, %getattr_63"
1455,,call_function,mul_165,<built-in function mul>,"(%model_layers_14_post_attention_layernorm_weight, %to_61"
1456,117,call_module,model_layers_14_mlp_gate_proj,model.layers.14.mlp.gate_proj,(%mul_165
1457,118,call_module,model_layers_14_mlp_act_fn,model.layers.14.mlp.act_fn,(%model_layers_14_mlp_gate_proj
1458,119,call_module,model_layers_14_mlp_up_proj,model.layers.14.mlp.up_proj,(%mul_165
1459,,call_function,mul_166,<built-in function mul>,"(%model_layers_14_mlp_act_fn, %model_layers_14_mlp_up_proj"
1460,120,call_module,model_layers_14_mlp_down_proj,model.layers.14.mlp.down_proj,(%mul_166
1461,,call_function,add_91,<built-in function add>,"(%add_89, %model_layers_14_mlp_down_proj"
1462,,call_method,to_62,to,"(%add_91, torch.float32"
1463,,call_method,pow_31,pow,"(%to_62, 2"
1464,,call_method,mean_30,mean,"(%pow_31, -1"
1465,,call_function,add_92,<built-in function add>,"(%mean_30, 1e-05"
1466,,call_function,rsqrt_30,<built-in method rsqrt of type object at 0x7f6ca205f240>,(%add_92
1467,,call_function,mul_167,<built-in function mul>,"(%to_62, %rsqrt_30"
1468,,get_attr,model_layers_15_input_layernorm_weight,model.layers.15.input_layernorm.weight,(
1469,,call_function,getattr_64,<built-in function getattr>,"(%add_91, dtype"
1470,,call_method,to_63,to,"(%mul_167, %getattr_64"
1471,,call_function,mul_168,<built-in function mul>,"(%model_layers_15_input_layernorm_weight, %to_63"
1472,,call_method,size_109,size,(%mul_168
1473,,call_function,getitem_321,<built-in function getitem>,"(%size_109, 0"
1474,,call_function,getitem_322,<built-in function getitem>,"(%size_109, 1"
1475,,call_function,getitem_323,<built-in function getitem>,"(%size_109, 2"
1476,121,call_module,model_layers_15_self_attn_q_proj,model.layers.15.self_attn.q_proj,(%mul_168
1477,122,call_module,model_layers_15_self_attn_k_proj,model.layers.15.self_attn.k_proj,(%mul_168
1478,123,call_module,model_layers_15_self_attn_v_proj,model.layers.15.self_attn.v_proj,(%mul_168
1479,,call_method,view_60,view,"(%model_layers_15_self_attn_q_proj, %getitem_321, %getitem_322, 32, 64"
1480,,call_method,transpose_61,transpose,"(%view_60, 1, 2"
1481,,call_method,view_61,view,"(%model_layers_15_self_attn_k_proj, %getitem_321, %getitem_322, 8, 64"
1482,,call_method,transpose_62,transpose,"(%view_61, 1, 2"
1483,,call_method,view_62,view,"(%model_layers_15_self_attn_v_proj, %getitem_321, %getitem_322, 8, 64"
1484,,call_method,transpose_63,transpose,"(%view_62, 1, 2"
1485,,call_method,unsqueeze_31,unsqueeze,"(%to, 1"
1486,,call_method,unsqueeze_32,unsqueeze,"(%to_1, 1"
1487,,call_function,mul_169,<built-in function mul>,"(%transpose_61, %unsqueeze_31"
1488,,call_method,size_110,size,(%transpose_61
1489,,call_function,getitem_324,<built-in function getitem>,"(%size_110, -1"
1490,,call_function,floordiv_60,<built-in function floordiv>,"(%getitem_324, 2"
1491,,call_function,getitem_325,<built-in function getitem>,"(%transpose_61, (Ellipsis, slice(None, floordi"
1492,,call_method,size_111,size,(%transpose_61
1493,,call_function,getitem_326,<built-in function getitem>,"(%size_111, -1"
1494,,call_function,floordiv_61,<built-in function floordiv>,"(%getitem_326, 2"
1495,,call_function,getitem_327,<built-in function getitem>,"(%transpose_61, (Ellipsis, slice(floordiv_61,"
1496,,call_function,neg_30,<built-in function neg>,(%getitem_327
1497,,call_function,cat_31,<built-in method cat of type object at 0x7f6ca205f240>,"((neg_30, getitem_325)"
1498,,call_function,mul_170,<built-in function mul>,"(%cat_31, %unsqueeze_32"
1499,,call_function,add_93,<built-in function add>,"(%mul_169, %mul_170"
1500,,call_function,mul_171,<built-in function mul>,"(%transpose_62, %unsqueeze_31"
1501,,call_method,size_112,size,(%transpose_62
1502,,call_function,getitem_328,<built-in function getitem>,"(%size_112, -1"
1503,,call_function,floordiv_62,<built-in function floordiv>,"(%getitem_328, 2"
1504,,call_function,getitem_329,<built-in function getitem>,"(%transpose_62, (Ellipsis, slice(None, floordi"
1505,,call_method,size_113,size,(%transpose_62
1506,,call_function,getitem_330,<built-in function getitem>,"(%size_113, -1"
1507,,call_function,floordiv_63,<built-in function floordiv>,"(%getitem_330, 2"
1508,,call_function,getitem_331,<built-in function getitem>,"(%transpose_62, (Ellipsis, slice(floordiv_63,"
1509,,call_function,neg_31,<built-in function neg>,(%getitem_331
1510,,call_function,cat_32,<built-in method cat of type object at 0x7f6ca205f240>,"((neg_31, getitem_329)"
1511,,call_function,mul_172,<built-in function mul>,"(%cat_32, %unsqueeze_32"
1512,,call_function,add_94,<built-in function add>,"(%mul_171, %mul_172"
1513,,call_method,size_114,size,(%add_94
1514,,call_function,getitem_332,<built-in function getitem>,"(%size_114, 0"
1515,,call_function,getitem_333,<built-in function getitem>,"(%size_114, 1"
1516,,call_function,getitem_334,<built-in function getitem>,"(%size_114, 2"
1517,,call_function,getitem_335,<built-in function getitem>,"(%size_114, 3"
1518,,call_function,getitem_336,<built-in function getitem>,"(%add_94, (slice(None, None, None), slic"
1519,,call_method,expand_31,expand,"(%getitem_336, %getitem_332, %getitem_333, 4, %getitem_334, %getitem_335"
1520,,call_function,mul_173,<built-in function mul>,"(%getitem_333, 4"
1521,,call_method,reshape_30,reshape,"(%expand_31, %getitem_332, %mul_173, %getitem_334, %getitem_335"
1522,,call_method,size_115,size,(%transpose_63
1523,,call_function,getitem_337,<built-in function getitem>,"(%size_115, 0"
1524,,call_function,getitem_338,<built-in function getitem>,"(%size_115, 1"
1525,,call_function,getitem_339,<built-in function getitem>,"(%size_115, 2"
1526,,call_function,getitem_340,<built-in function getitem>,"(%size_115, 3"
1527,,call_function,getitem_341,<built-in function getitem>,"(%transpose_63, (slice(None, None, None), slic"
1528,,call_method,expand_32,expand,"(%getitem_341, %getitem_337, %getitem_338, 4, %getitem_339, %getitem_340"
1529,,call_function,mul_174,<built-in function mul>,"(%getitem_338, 4"
1530,,call_method,reshape_31,reshape,"(%expand_32, %getitem_337, %mul_174, %getitem_339, %getitem_340"
1531,,call_function,getattr_65,<built-in function getattr>,"(%add_93, device"
1532,,call_function,getattr_66,<built-in function getattr>,"(%getattr_65, type"
1533,,call_function,eq_18,<built-in function eq>,"(%getattr_66, cuda"
1534,,call_function,gt_15,<built-in function gt>,"(%getitem_322, 1"
1535,,call_function,scaled_dot_product_attention_15,<built-in function scaled_dot_product_attention>,"(%add_93, %reshape_30, %reshape_31"
1536,,call_method,transpose_64,transpose,"(%scaled_dot_product_attention_15, 1, 2"
1537,,call_method,contiguous_15,contiguous,(%transpose_64
1538,,call_method,view_63,view,"(%contiguous_15, %getitem_321, %getitem_322, -1"
1539,124,call_module,model_layers_15_self_attn_o_proj,model.layers.15.self_attn.o_proj,(%view_63
1540,,call_function,add_95,<built-in function add>,"(%add_91, %model_layers_15_self_attn_o_proj"
1541,,call_method,to_64,to,"(%add_95, torch.float32"
1542,,call_method,pow_32,pow,"(%to_64, 2"
1543,,call_method,mean_31,mean,"(%pow_32, -1"
1544,,call_function,add_96,<built-in function add>,"(%mean_31, 1e-05"
1545,,call_function,rsqrt_31,<built-in method rsqrt of type object at 0x7f6ca205f240>,(%add_96
1546,,call_function,mul_175,<built-in function mul>,"(%to_64, %rsqrt_31"
1547,,get_attr,model_layers_15_post_attention_layernorm_weight,model.layers.15.post_attention_layernorm.weight,(
1548,,call_function,getattr_67,<built-in function getattr>,"(%add_95, dtype"
1549,,call_method,to_65,to,"(%mul_175, %getattr_67"
1550,,call_function,mul_176,<built-in function mul>,"(%model_layers_15_post_attention_layernorm_weight, %to_65"
1551,125,call_module,model_layers_15_mlp_gate_proj,model.layers.15.mlp.gate_proj,(%mul_176
1552,126,call_module,model_layers_15_mlp_act_fn,model.layers.15.mlp.act_fn,(%model_layers_15_mlp_gate_proj
1553,127,call_module,model_layers_15_mlp_up_proj,model.layers.15.mlp.up_proj,(%mul_176
1554,,call_function,mul_177,<built-in function mul>,"(%model_layers_15_mlp_act_fn, %model_layers_15_mlp_up_proj"
1555,128,call_module,model_layers_15_mlp_down_proj,model.layers.15.mlp.down_proj,(%mul_177
1556,,call_function,add_97,<built-in function add>,"(%add_95, %model_layers_15_mlp_down_proj"
1557,,call_method,to_66,to,"(%add_97, torch.float32"
1558,,call_method,pow_33,pow,"(%to_66, 2"
1559,,call_method,mean_32,mean,"(%pow_33, -1"
1560,,call_function,add_98,<built-in function add>,"(%mean_32, 1e-05"
1561,,call_function,rsqrt_32,<built-in method rsqrt of type object at 0x7f6ca205f240>,(%add_98
1562,,call_function,mul_178,<built-in function mul>,"(%to_66, %rsqrt_32"
1563,,get_attr,model_norm_weight,model.norm.weight,(
1564,,call_function,getattr_68,<built-in function getattr>,"(%add_97, dtype"
1565,,call_method,to_67,to,"(%mul_178, %getattr_68"
1566,,call_function,mul_179,<built-in function mul>,"(%model_norm_weight, %to_67"
1567,,call_function,getitem_342,<built-in function getitem>,"(%mul_179, (slice(None, None, None), slic"
1568,129,call_module,lm_head,lm_head,(%getitem_342
1569,,output,output,output,({'logits': lm_head}
